,Paper,Material,Property,Value,Unit
2952,"417 Adv. Mater. 2017, 29, 1700183.pdf",PC71BM,FF,0.6018,%
2953,"417 Adv. Mater. 2017, 29, 1700183.pdf",PC71BM,FF,0.7004,%
2954,"417 Adv. Mater. 2017, 29, 1700183.pdf",unknown,JSC,7.57,mAcm−2
2955,"417 Adv. Mater. 2017, 29, 1700183.pdf",PC71BM,FF,0.5925,%
2956,"417 Adv. Mater. 2017, 29, 1700183.pdf",PC71BM,FF,0.4814,%
2957,"417 Adv. Mater. 2017, 29, 1700183.pdf",unknown,PCE,4.11,%
2958,"417 Adv. Mater. 2017, 29, 1700183.pdf",unknown,PCE,8.26,%
2959,"417 Adv. Mater. 2017, 29, 1700183.pdf",unknown,JSC,10.58,mAcm−2
2960,"417 Adv. Mater. 2017, 29, 1700183.pdf",unknown,PCE,17.28,%
2961,"417 Adv. Mater. 2017, 29, 1700183.pdf",unknown,PCE,2.98,%
2962,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,FF,0.6218,%
2963,"418 Chem. Commun., 2017, 53, 5882.pdf",PC71BM,VOC,0.94,V
2964,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,VOC,1.02,V
2965,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,PCE,4.24,%
2966,"418 Chem. Commun., 2017, 53, 5882.pdf",PC71BM,PCE,3.36,%
2967,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,JSC,6.68,mAcm-2
2968,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,VOC,0.95,V
2969,"418 Chem. Commun., 2017, 53, 5882.pdf",PC71BM,JSC,5.89,mAcm-2
2970,"418 Chem. Commun., 2017, 53, 5882.pdf",BDT2TC8,PCE,5.26,%
2971,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,FF,0.6161,%
2972,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,JSC,4.55,mAcm-2
2973,"418 Chem. Commun., 2017, 53, 5882.pdf",PC71BM,FF,0.6078,%
2974,"418 Chem. Commun., 2017, 53, 5882.pdf",PC61BM,PCE,2.66,%
2975,"419 Chem. Mater. 2016, 28, 5887.pdf",PBDTBDD,FF,0.65,%
2976,"419 Chem. Mater. 2016, 28, 5887.pdf",PMOT5,VOC,0.95,V
2977,"419 Chem. Mater. 2016, 28, 5887.pdf",PMOT5,JSC,13.45,mAcm−2
2978,"419 Chem. Mater. 2016, 28, 5887.pdf",PTB7-Th,PCE,8.5,%
2979,"419 Chem. Mater. 2016, 28, 5887.pdf",PBDTBDD,VOC,0.84,V
2980,"419 Chem. Mater. 2016, 28, 5887.pdf",PMOT5,VOC,0.96,V
2981,"419 Chem. Mater. 2016, 28, 5887.pdf",PMOT5,FF,0.71,%
2982,"419 Chem. Mater. 2016, 28, 5887.pdf",unknown,PCE,7.4,%
2983,"419 Chem. Mater. 2016, 28, 5887.pdf",unknown,PCE,9.7,%
2984,"419 Chem. Mater. 2016, 28, 5887.pdf",PMOT5,FF,0.69,%
2985,"419 Chem. Mater. 2016, 28, 5887.pdf",PMOT5,JSC,13.36,mAcm−2
2986,"419 Chem. Mater. 2016, 28, 5887.pdf",PBDTBDD,PCE,6.77,%
2987,"419 Chem. Mater. 2016, 28, 5887.pdf",PBDTBDD,JSC,12.45,mAcm−2
2988,"420 Chem. Mater. 2017, 29, 2819.pdf",unknown,PCE,4.60,%
2989,"420 Chem. Mater. 2017, 29, 2819.pdf",unknown,PCE,9.01,%
2990,"420 Chem. Mater. 2017, 29, 2819.pdf",PBDTHD-ClBTDD,FF,0.7169,%
2991,"420 Chem. Mater. 2017, 29, 2819.pdf",PBDTHD-ClBTDD,VOC,0.76,V
2992,"420 Chem. Mater. 2017, 29, 2819.pdf",PBDTHD-ClBTDD,PCE,9.11,%
2993,"420 Chem. Mater. 2017, 29, 2819.pdf",PBDTHD-ClBTDD,JSC,16.79,mAcm−2
2994,"420 Chem. Mater. 2017, 29, 2819.pdf",PBDTHD-ClBTDD,JSC,16.06,mAcm−2
2995,"421 Chem. Mater. 2017, 29, 4811.pdf",unknown,JSC,5,%
2996,"421 Chem. Mater. 2017, 29, 4811.pdf",unknown,PCE,9.8,%
2997,"421 Chem. Mater. 2017, 29, 4811.pdf",unknown,PCE,9.7,%
2998,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-O-TT-CF,PCE,8.68,%
2999,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-S-TT,JSC,15.5,mAcm-2
3000,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-S-TT-CF:PC70BM,VOC,0.89,V
3001,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-S-TT,VOC,0.838,V
3002,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-O-TT-CF,VOC,0.78,V
3003,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-S-TT,PCE,9.04,%
3004,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-S-TT,FF,0.698,%
3005,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-O-TT-CF,FF,0.68,%
3006,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-O-TT-CF,JSC,16.5,mAcm-2
3007,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-S-TT-CF:PC70BM,PCE,9.58,%
3008,"422 Energy Environ. Sci., 2016, 9, 885.pdf",PBDTT-S-TT-CF:PC70BM,FF,0.71,%
3009,423 European Polymer Journal 81 (2016) 307.pdf,PIDTBDTID,FF,0.42,%
3010,423 European Polymer Journal 81 (2016) 307.pdf,PIDTBDT(ID)2-based,VOC,0.93,V
3011,423 European Polymer Journal 81 (2016) 307.pdf,PIDTBDT(ID)2-based,JSC,6.34,mAcm-2
3012,423 European Polymer Journal 81 (2016) 307.pdf,PIDTBDT(ID)2-based,PCE,2.50,%
3013,423 European Polymer Journal 81 (2016) 307.pdf,PIDTBDTID,JSC,7.24,mAcm-2
3014,423 European Polymer Journal 81 (2016) 307.pdf,unknown,PCE,8.04,%
3015,423 European Polymer Journal 81 (2016) 307.pdf,PIDTBDTID,PCE,2.66,%
3016,423 European Polymer Journal 81 (2016) 307.pdf,PIDTBDTID,VOC,0.87,V
3017,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",unknown,PCE,0.61,%
3018,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",PC71BM,VOC,0.67,V
3019,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",unknown,VOC,0.60,V
3020,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",unknown,JSC,3.08,mAcm-2
3021,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",PC71BM,JSC,4.33,mAcm-2
3022,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",PC71BM,PCE,1.04,%
3023,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",unknown,FF,0.33,N/A
3024,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",PC71BM,FF,0.36,N/A
3025,"424 J Mater Sci Mater Electron (2016) 27, 4705.pdf",unknown,JSC,4.33,N/A
3026,"425 J Mater Sci. Mater Electron (2016) 27, 9920.pdf",PC61BM,JSC,10,N/A
3027,"425 J Mater Sci. Mater Electron (2016) 27, 9920.pdf",unknown,PCE,2.9,%
3028,"425 J Mater Sci. Mater Electron (2016) 27, 9920.pdf",unknown,JSC,7.83,mAcm-2
3029,"425 J Mater Sci. Mater Electron (2016) 27, 9920.pdf",unknown,PCE,2.2,%
3030,"425 J Mater Sci. Mater Electron (2016) 27, 9920.pdf",unknown,JSC,6.99,mAcm-2
3031,"425 J Mater Sci. Mater Electron (2016) 27, 9920.pdf",unknown,FF,0.609,%
3032,"425 J Mater Sci. Mater Electron (2016) 27, 9920.pdf",unknown,VOC,0.60,V
3033,"426 J. Mater. Chem. A, 2016, 4, 1708.pdf",PBDT-TSR,JSC,17.99,N/A
3034,"426 J. Mater. Chem. A, 2016, 4, 1708.pdf",PBDT-TSR,PCE,10.2,%
3035,"426 J. Mater. Chem. A, 2016, 4, 1708.pdf",unknown,PCE,5.92,N/A
3036,"427 J. Mater. Chem. A, 2016, 4, 3477.pdf",PDPP[Ph]2-EDOT:PC71BM,VOC,0.97,V
3037,"427 J. Mater. Chem. A, 2016, 4, 3477.pdf",PDPP[Py]2-EDOT:PC71BM,PCE,2.2,%
3038,"427 J. Mater. Chem. A, 2016, 4, 3477.pdf",PDPP[Ph]2-EDOT:PC71BM,JSC,4.1,mAcm
3039,"427 J. Mater. Chem. A, 2016, 4, 3477.pdf",PDPP[T]2-EDOT:PC71BM,VOC,0.25,V
3040,"427 J. Mater. Chem. A, 2016, 4, 3477.pdf",PDPP[T]2-EDOT:PC71BM,JSC,6.8,mAcm
3041,"427 J. Mater. Chem. A, 2016, 4, 3477.pdf",PDPP[Ph]2-EDOT:PC71BM,PCE,1.7,%
3042,"427 J. Mater. Chem. A, 2016, 4, 3477.pdf",PDPP[T]2-EDOT:PC71BM,JSC,15.5,mAcm
3043,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PBDTT-INDI,PCE,4.13,%
3044,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PDBT-T1,PCE,7.74,%
3045,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PBDTA-INDI,PCE,2.83,%
3046,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PBDTT-INDI,PCE,6.35,%
3047,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PBDTA-INDI,JSC,6.90,mAcm
3048,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PBDTA-INDI,VOC,0.93,V
3049,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PBDTA-INDI,FF,0.44,%
3050,"428 J. Mater. Chem. A, 2016, 4, 7372.pdf",PBDTT-INDI,FF,0.47100000000000003,%
3051,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,JSC,12.3,N/A
3052,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,FF,0.71,N/A
3053,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,VOC,0.78,V
3054,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",HOMO,PCE,7.2,%
3055,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",PC71BM,JSC,14.11,mAcm
3056,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",HOMO,PCE,6.22,%
3057,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",POD2T-DTBT,VOC,0.85,V
3058,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,JSC,12.53,N/A
3059,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",PEDOT,PCE,9.26,%
3060,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,FF,0.67,N/A
3061,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,VOC,0.72,V
3062,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,VOC,0.87,V
3063,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,PCE,6.26,%
3064,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",HOMO,VOC,0.76,V
3065,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,JSC,12.3,mAcm
3066,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",POD2T-DTBT,PCE,6.41,%
3067,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",PC71BM,PCE,1.42,%
3068,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,FF,0.0867,%
3069,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,JSC,14.91,mAcm
3070,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",PC71BM,JSC,12.53,mAcm
3071,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",unknown,PCE,7.30,%
3072,"429 J. Mater. Chem. A, 2016, 4, 8097.pdf",POD2T-DTBT,PCE,7.64,%
3073,"430 J. Mater. Chem. A, 2016, 4, 8291.pdf",PBDTT-FQ,VOC,0.91,V
3074,"431 J. Mater. Chem. A, 2016, 4, 10135.pdf",PBTF-OP:PC71BM,FF,0.632,%
3075,"431 J. Mater. Chem. A, 2016, 4, 10135.pdf",PTB7-Th:PC71BM,VOC,0.78,V
3076,"431 J. Mater. Chem. A, 2016, 4, 10135.pdf",PTB7-Th:PC71BM,PCE,7.7,%
3077,"432 J. Mater. Chem. A, 2016, 4, 13265.pdf",PCDPP-based,PCE,9.02,%
3078,"432 J. Mater. Chem. A, 2016, 4, 13265.pdf",PCDPP,PCE,9.02,%
3079,"432 J. Mater. Chem. A, 2016, 4, 13265.pdf",PCDPP-based,JSC,16.00,mAcm
3080,"432 J. Mater. Chem. A, 2016, 4, 13265.pdf",PCDPP-based,JSC,16.00,N/A
3081,"432 J. Mater. Chem. A, 2016, 4, 13265.pdf",PCDPP,VOC,0.86,V
3082,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,JSC,11.67,mAcm
3083,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,PCE,27,%
3084,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,FF,0.6525,%
3085,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,VOC,0.80,V
3086,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,VOC,0.74,V
3087,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,JSC,11.76,mAcm
3088,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,FF,0.6623,%
3089,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,VOC,0.86,V
3090,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",HOMO,JSC,11.85,mAcm
3091,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,FF,0.6546,%
3092,"433 J. Mater. Chem. A, 2016, 4, 18598.pdf",unknown,PCE,6.55,%
3093,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,PCE,4.30,%
3094,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",P3HT:PC71BM-based,PCE,3.96,%
3095,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",PIDTT-TT,PCE,7.10,%
3096,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,PCE,5.88,%
3097,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",P3HT:PC71BM-based,VOC,0.56,V
3098,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,PCE,6.43,%
3099,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,FF,0.66,N/A
3100,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,PCE,5.10,%
3101,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,JSC,10.15,mAcm
3102,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",P3HT:PC71BM-based,FF,0.68,N/A
3103,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,JSC,11.2,mAcm
3104,"434 J. Mater. Chem. A, 2017, 5, 712.pdf",unknown,PCE,2.88,%
3105,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",unknown,JSC,16.2,mAcm
3106,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",unknown,PCE,6.7,%
3107,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",PIDTV,JSC,17.1,mAcm-2
3108,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",unknown,FF,0.59,%
3109,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",unknown,PCE,7.1,%
3110,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",PIDTV,JSC,17.1,mAcm
3111,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",unknown,VOC,16.2,N/A
3112,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",PIDTV,PCE,7.3,%
3113,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",unknown,JSC,17.4,mAcm
3114,"435 J. Mater. Chem. A, 2017, 5, 5106.pdf",unknown,FF,0.61,%
3115,"436 J. Mater. Chem. A, 2017, 5, 7300.pdf",PC71BM)as,PCE,7.92,%
3116,"437 J. Mater. Chem. A, 2017, 5, 20473.pdf",unknown,PCE,7.91,%
3117,"437 J. Mater. Chem. A, 2017, 5, 20473.pdf",unknown,FF,0.595,%
3118,"437 J. Mater. Chem. A, 2017, 5, 20473.pdf",unknown,JSC,18.15,mAcm
3119,"437 J. Mater. Chem. A, 2017, 5, 20473.pdf",unknown,VOC,0.76,V
3120,"437 J. Mater. Chem. A, 2017, 5, 20473.pdf",unknown,JSC,17.48,N/A
3121,"437 J. Mater. Chem. A, 2017, 5, 20473.pdf",unknown,VOC,0.80,V
3122,"437 J. Mater. Chem. A, 2017, 5, 20473.pdf",unknown,PCE,9.96,%
3123,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx,FF,0.73,%
3124,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDT-TFQ:PC71BM(1:4,VOC,0.87,V
3125,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx,PCE,7.2,%
3126,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx/PC71BM-,PCE,7.2,%
3127,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx/PC71BM-,JSC,11.4,mAcm-2
3128,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx,VOC,0.87,V
3129,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx/PC71BM-,VOC,0.87,V
3130,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx,JSC,11.4,mAcm-2
3131,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDT-TFQ:PC71BM(1:4,JSC,11.4,mAcm-2
3132,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx:PC71BM(1:4,FF,0.73,%
3133,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx:PC71BM(1:4,JSC,11.4,mAcm-2
3134,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx:PC71BM(1:4,VOC,0.87,V
3135,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx,JSC,11.1,mAcm-2
3136,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDTT-DTFPQx:PC71BM(1:4,PCE,7.2,%
3137,"438 J. Mater. Chem. C, 2016, 4, 2606.pdf",PBDT-TFQ:PC71BM(1:4,PCE,7.2,%
3138,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC2BT-based,JSC,10.48,mAcm-2
3139,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC1BT6,PCE,7.34,%
3140,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC1BT6:PC71BM,PCE,7.34,%
3141,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC1BT6:PC71BM,VOC,0.95,V
3142,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC1BT6,VOC,0.95,V
3143,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC2BT,PCE,4.02,%
3144,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",HOMO)energy,PCE,9.48,%
3145,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC1BT6,JSC,14.00,mAcm-2
3146,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC2BT-based,FF,0.38,N/A
3147,"439 J. Mater. Chem. C, 2016, 4, 6160.pdf",PC1BT6,FF,0.552,%
3148,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-2,VOC,0.76,V
3149,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-1,JSC,13.74,mAcm-2
3150,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-1,PCE,5.79,%
3151,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-2,PCE,5.04,%
3152,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-1,PCE,7,%
3153,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-1,FF,0.5820000000000001,%
3154,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-1,FF,0.643,%
3155,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-2,FF,0.6559999999999999,%
3156,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-1,VOC,0.72,V
3157,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-2,PCE,6.16,%
3158,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",PBDTT-BTAZT-2,JSC,10.09,mAcm-2
3159,"440 J. Mater. Chem. C, 2017, 5, 2951.pdf",unknown,PCE,6.32,%
3160,"441 J. Mater. Chem. C, 2017, 5, 8988.pdf",PIDTI-BT:PC71BM(1:2,FF,0.546,%
3161,"441 J. Mater. Chem. C, 2017, 5, 8988.pdf",PIDTI-BT:PC71BM(1:2,PCE,4.02,%
3162,"441 J. Mater. Chem. C, 2017, 5, 8988.pdf",PDTPCBT:PC71BM(1:2,VOC,0.5,V
3163,"441 J. Mater. Chem. C, 2017, 5, 8988.pdf",PDTPCBT:PC71BM(1:2,PCE,2.6,%
3164,"441 J. Mater. Chem. C, 2017, 5, 8988.pdf",PIDTI-BT:PC71BM(1:2,VOC,0.82,V
3165,"441 J. Mater. Chem. C, 2017, 5, 8988.pdf",PIDTI-BT:PC71BM(1:2,JSC,8.99,mAcm-2
3166,"441 J. Mater. Chem. C, 2017, 5, 8988.pdf",PIDTI-DTBT,PCE,3.72,%
3167,"444 J. Polym. Sci. Part A 2016, 54, 88.pdf",unknown,PCE,4,%
3168,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM(1:2)spun,FF,0.05,N/A
3169,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",unknown,PCE,3.76,%
3170,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM(1:2)spun,PCE,4.40,%
3171,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM)as,JSC,11.74,mA/cm2
3172,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",unknown,FF,0.0858,mA/cm2
3173,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",unknown,VOC,0.88,V
3174,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM)as,VOC,0.84,V
3175,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM(1:2)spun,JSC,5,N/A
3176,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM,PCE,6.21,%
3177,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM)as,PCE,6.21,%
3178,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM)as,FF,0.63,N/A
3179,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",unknown,PCE,4.24,%
3180,"445 J. Polym. Sci. Part A 2016, 54, 155.pdf",PC71BM(1:2)spun,VOC,5,N/A
3181,"446 J. Polym. Sci. Part A 2016, 54, 498.pdf",PTSSO-TT,PCE,3.79,%
3182,"446 J. Polym. Sci. Part A 2016, 54, 498.pdf",PTSSO-TT,VOC,0.71,V
3183,"447 J. Polym. Sci. Part A 2016, 54, 2804.pdf",PC70BM,PCE,3.97,N/A
3184,"447 J. Polym. Sci. Part A 2016, 54, 2804.pdf",unknown,PCE,5.03,%
3185,"448 J. Polym. Sci. Part A 2017, 55, 2506.pdf",unknown,VOC,5,N/A
3186,"448 J. Polym. Sci. Part A 2017, 55, 2506.pdf",PBDTT(ff)-ttTPD,PCE,7.45,%
3187,"448 J. Polym. Sci. Part A 2017, 55, 2506.pdf",PBDTT(ff)-ttTPD,VOC,0.98,V
3188,"448 J. Polym. Sci. Part A 2017, 55, 2506.pdf",PBDTT(ff)-ttTPD,JSC,12.49,mA/cm2
3189,"449 Macromol. Chem.  Phys. 2016,  217,  1586.pdf",unknown,PCE,2.37,%
3190,"449 Macromol. Chem.  Phys. 2016,  217,  1586.pdf",unknown,PCE,11,%
3191,"449 Macromol. Chem.  Phys. 2016,  217,  1586.pdf",PBDTOT-FBT,FF,0.603,%
3192,"449 Macromol. Chem.  Phys. 2016,  217,  1586.pdf",PBDTOT-FBT,PCE,4.84,%
3193,"450 Macromol. Rapid Commun. 2016,  37,  1066.pdf",PBDTBTz-T:PC,PCE,5.32,%
3194,"450 Macromol. Rapid Commun. 2016,  37,  1066.pdf",PBDTBTz-T:PC,FF,0.615,%
3195,"450 Macromol. Rapid Commun. 2016,  37,  1066.pdf",unknown,FF,0.629,%
3196,"450 Macromol. Rapid Commun. 2016,  37,  1066.pdf",PBDTBTz-T:PC,PCE,3.99,%
3197,"450 Macromol. Rapid Commun. 2016,  37,  1066.pdf",PBDTBTz-T,PCE,6.09,%
3198,"450 Macromol. Rapid Commun. 2016,  37,  1066.pdf",unknown,FF,0.060899999999999996,%
3199,"450 Macromol. Rapid Commun. 2016,  37,  1066.pdf",PBDTBTz-T:PC,FF,0.5,%
3200,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",2TPF4,VOC,1.015,V
3201,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",PCBM,PCE,3.6,%
3202,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",unknown,PCE,21,%
3203,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",2TPF4,PCE,2.5,%
3204,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",2TPF4,PCE,5.7,%
3205,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",unknown,PCE,4.5,%
3206,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",PCBM,VOC,1.017,V
3207,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",PCBM)based,PCE,4.4,%
3208,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf",PTB7)and,VOC,0.80,V
3209,"451 Macromol. Rapid Commun. 2017, 38,  1600556.pdf","2TPF4),",VOC,1.017,N/A
3210,"452 Macromolecules 2016, 49, 2993.pdf",PBDD4T-2F:PC71BM-,FF,0.68,N/A
3211,"452 Macromolecules 2016, 49, 2993.pdf",PBDD4T-2F:PC71BM-,PCE,9.04,%
3212,"452 Macromolecules 2016, 49, 2993.pdf",unknown,PCE,6.71,%
3213,"452 Macromolecules 2016, 49, 2993.pdf",unknown,PCE,9.21,%
3214,"452 Macromolecules 2016, 49, 2993.pdf",PBDD4T-2F:PC71BM-,JSC,15.13,mA/cm2
3215,"452 Macromolecules 2016, 49, 2993.pdf",unknown,VOC,1.53,V
3216,"452 Macromolecules 2016, 49, 2993.pdf",PBDD4T-2F:PC71BM-,VOC,0.88,V
3217,"452 Macromolecules 2016, 49, 2993.pdf",PBDD4T-2F:PC61BM,PCE,10.12,%
3218,"453 Macromolecules 2016, 49, 3723.pdf",unknown,PCE,3.36,%
3219,"453 Macromolecules 2016, 49, 3723.pdf",unknown,PCE,3.33,%
3220,"453 Macromolecules 2016, 49, 3723.pdf",unknown,JSC,11.99,mA/cm2
3221,"453 Macromolecules 2016, 49, 3723.pdf",PC71BM,JSC,3.65,mA/cm2
